feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target_class
5.496714153011233,4.861735698828816,5.6476885381006925,6.523029856408026,4.765846625276664,4.765863043050819,6.5792128155073915,5.7674347291529084,4.530525614065048,5.542560043585965,2
4.536582307187538,4.5342702464297435,5.241962271566035,3.086719755342202,3.2750821674869672,4.437712470759028,3.9871688796655764,5.314247332595274,4.091975924478789,3.5876962986647083,2
1.465648768921554,-0.22577630048653566,0.06752820468792384,-1.4247481862134568,-0.5443827245251827,0.11092258970986608,-1.1509935774223028,0.37569801834567196,-0.600638689918805,-0.2916937497932768,0
4.398293387770603,6.852278184508938,4.986502775262066,3.9422890710440996,5.822544912103189,3.7791563500289778,5.208863595004756,3.040329876120224,3.6718139511015693,5.1968612358691235,2
3.2384665799954107,2.6713682811899706,2.3843517176117595,2.1988963044107113,1.0214780096325726,1.7801557916052912,2.0393612290402126,3.5571222262189157,2.8436182895684614,0.736959844637266,1
5.3240839693947954,4.6149177195836835,4.323077999694041,5.611676288840868,6.030999522495951,5.931280119116199,4.160782476777362,4.690787624148785,5.331263431403564,5.975545127122359,2
2.02082576215471,2.314341023336183,1.3936650259939718,1.3037933759193292,3.312525822394198,3.8562400285708227,2.427989878419666,3.503532897892024,2.861636025047634,1.8548802453948756,1
0.36139560550841393,1.5380365664659692,-0.03582603910995154,1.5646436558140062,-2.6197451040897444,0.8219025043752238,0.08704706823817121,-0.2990073504658674,0.0917607765355023,-1.9875689146008928,0
2.280328112162488,2.8571125715117462,3.9778940447415163,1.9817297817263526,1.6915063971068123,1.9982429564154636,3.415402117702074,2.8287511096596845,1.9702397962329612,3.013267433113356,1
2.5970775493480405,3.4686449905328893,1.7979469061226476,2.1723378534022317,2.1078918468678425,1.0364850518678814,2.796120277064576,2.761055272179889,2.505113456642461,2.265412866624853,1
1.0846292579495858,2.079354677234641,2.1572854834732307,1.697722730778381,2.338714288333991,2.9040508568145382,4.38618590121053,2.674577812831839,2.7575503907227645,2.425554084233833,1
-1.9187712152990415,-0.026513875449216878,0.06023020994102644,2.463242112485286,-0.19236096478112252,0.30154734233361247,-0.03471176970524331,-1.168678037619532,1.1428228145150205,0.7519330326867741,0
5.791031947043047,4.090612545205261,6.402794310936099,3.598148937207719,5.58685709380027,7.190455625809978,4.009463674869312,4.433702270397228,5.099651365087642,4.496524345883801,2
3.4493365689338673,5.068562974806027,3.937696286273895,5.473592430635182,4.080575765766197,6.54993440501754,4.216746707663763,4.677938483794325,5.81351721736967,3.769135683566045,2
0.22745993460412942,1.307142754282428,-1.6074832345612275,0.1846338585323042,0.25988279424842353,0.7818228717773104,-1.236950710878082,-1.3204566130842763,0.5219415656168976,0.29698467323318606,0
2.7504928503458768,2.846448209496976,1.8199752784215093,2.7322536971610036,2.793072473298681,1.785648581973632,4.365774511144757,2.9738329209117875,1.3086965027973514,3.1565536086338297,1
4.025318329772679,5.787084603742452,6.158595579007404,4.179317681648289,5.963376129244322,5.412780926936498,5.82206015999449,6.896792982653947,4.754611883997129,4.246263835642511,2
-0.8895144296255233,-0.8158102849654383,-0.0771017094141042,0.3411519748166439,0.27669079933001905,0.8271832490360238,0.01300189187790702,1.4535340771573169,-0.2646568332379561,2.720169166589619,0
5.625667347765006,4.142842443583717,3.929107501938888,5.482472415243185,4.776537214674149,5.714000494092092,5.473237624573545,4.927171087343127,4.153206281931595,3.4851527753141354,2
-0.4465149520670211,0.8563987943234723,0.21409374413020396,-1.245738778711988,0.173180925851182,0.3853173797288368,-0.883857436201133,0.1537251059455279,0.058208718445999896,-1.142970297830623,0
2.8577873603482833,3.0607845263682343,3.583051243175277,3.5538020520349027,1.122330632042909,1.562174960084877,3.0150352672086598,3.013785950912209,3.015047686306048,6.352731490654721,1
5.570890510693167,6.135565640180599,5.954001763493203,5.651391251305798,4.684730755359654,5.758969220493268,4.227174785462428,4.763181393259991,4.514636452170897,5.081874139386323,2
2.3146585666735087,-1.867265192591748,0.6862601903745135,-1.6127158711896517,-0.47193186578943347,1.088950596967366,0.06428001909546277,-1.0777447779293061,-0.7153037092599682,0.6795977489346758,0
4.2696333682828636,5.216458589581975,5.045571839903814,4.348399652394183,7.143944089325325,5.633919022318011,2.974857413342393,5.186454314769428,4.338213535231612,5.852433334796224,2
4.2074792615673,4.885263558533101,5.504987278980457,5.865755194170122,3.7997035929442236,4.665498764159052,4.5250546888390435,4.346670767426288,6.765454240281096,5.404981710960955,2
3.7391160456649546,5.917861947054776,7.122156197012633,6.032465260551147,3.4806300340459866,4.5157659271337485,6.2669111491866225,4.292330534381219,5.443819428146228,5.774634053429336,2
4.073069528421917,4.9404746439382,1.7587326599309274,3.9756123586657104,4.74743184860684,3.7522168180351505,6.632411303931635,3.5698586220393675,4.5599555133030165,5.130740577286091,2
1.4412732890661155,-1.4358621511794394,1.1631637521549596,0.010233061019587049,-0.9815086510479509,0.46210347426327075,0.19905969557347003,-0.6002168771587947,0.06980208499001891,-0.3853135968617602,0
2.613517345251248,3.1621306745210465,4.086016816145352,1.262184501173151,4.633033374656266,0.5479122004774981,2.3482149049644168,3.0883172064845765,2.7809918677350325,1.8773004801794062,1
-0.20812225035727522,-0.4930009346588328,-0.5893647569442115,0.8496020970210246,0.35701548596504734,-0.6929095952606542,0.8995998754332507,0.30729952087660933,0.8128621188389601,0.6296288419236122,0
-0.8289950109220723,-0.5601810401969696,0.7472936051232618,0.6103702654334648,-0.020901593964148132,0.117327383308782,1.277664895788425,-0.5915713888358299,0.5470973811700379,-0.20219265243389406,0
-0.2176812032272203,1.09877685198719,0.8254163489880298,0.8135096360006385,1.305478807154329,0.02100384163275905,0.6819529712949639,-0.31026675659345604,0.3241663524884421,-0.13014305436768459,0
2.5969959649927183,3.0951570254369134,1.6817793167665274,4.592387275685461,1.493982618500298,1.2858113872122678,3.6581108735000676,3.2916626939629356,3.124119817052155,3.12834550926428,1
